Marca,Modelo,Ano,Cor,País,Preço (€),Tipo
Fiat,Tipo,2021,Branco,Reino Unido,26223,Novo
Ford,Mondeo,2022,Preto,Países Baixos,25824,Novo
Volkswagen,Tiguan,2020,Cinza,Reino Unido,31776,Novo
BMW,Serie 5,2018,Cinza,Países Baixos,64166,Novo
BMW,X3,2022,Azul,Países Baixos,45709,Novo
Ford,Mondeo,2020,Prata,França,36087,Novo
Fiat,500,2022,Vermelho,Polônia,16926,Novo
Fiat,Panda,2021,Vermelho,Países Baixos,26574,Novo
Audi,A4,2020,Azul,Espanha,60494,Novo
Peugeot,3008,2018,Cinza,Alemanha,22860,Novo
Peugeot,308,2020,Cinza,Itália,37402,Novo
Volkswagen,Tiguan,2019,Preto,Reino Unido,44481,Novo
Peugeot,208,2020,Preto,Polônia,35818,Novo
Ford,Focus,2018,Verde,França,23569,Novo
Ford,Focus,2022,Preto,Itália,32694,Novo
Fiat,500,2021,Branco,Alemanha,16710,Novo
Mercedes,Classe A,2022,Preto,Espanha,83408,Novo
Fiat,500,2022,Verde,França,18723,Novo
Mercedes,Classe A,2018,Cinza,Espanha,56897,Novo
Volkswagen,Golf,2022,Azul,Espanha,39020,Novo
BMW,Serie 3,2022,Azul,Espanha,55989,Novo
Audi,A3,2022,Branco,Espanha,58395,Novo
Ford,Focus,2020,Azul,Espanha,20423,Novo
Ford,Focus,2021,Cinza,Países Baixos,30880,Novo
Peugeot,308,2018,Azul,Alemanha,38935,Novo
BMW,Serie 1,2022,Prata,Espanha,48918,Novo
Peugeot,3008,2021,Cinza,Espanha,21721,Novo
Ford,Fiesta,2022,Azul,Polônia,33915,Novo
BMW,X3,2020,Cinza,Itália,61419,Novo
Fiat,Panda,2020,Preto,Países Baixos,24375,Novo
Volkswagen,Passat,2019,Branco,França,25922,Novo
BMW,Serie 3,2020,Preto,Itália,78173,Novo
Peugeot,208,2018,Branco,Polônia,32000,Novo
Fiat,500,2022,Vermelho,Polônia,22619,Novo
Renault,Clio,2020,Azul,Espanha,25435,Novo
Ford,Fiesta,2019,Preto,França,20686,Novo
Ford,Focus,2022,Cinza,Países Baixos,23513,Novo
BMW,Serie 3,2019,Branco,Espanha,79708,Novo
Peugeot,208,2019,Branco,Polônia,32317,Novo
Peugeot,3008,2020,Preto,Reino Unido,39828,Novo
Peugeot,5008,2021,Vermelho,Países Baixos,24394,Novo
Audi,A4,2021,Prata,Itália,56986,Novo
Peugeot,308,2021,Prata,Espanha,35807,Novo
Audi,A4,2018,Preto,Portugal,61675,Novo
Ford,Focus,2019,Vermelho,Itália,37953,Novo
BMW,Serie 3,2022,Branco,Reino Unido,56122,Novo
Volkswagen,Passat,2018,Preto,Reino Unido,28232,Novo
Renault,Megane,2022,Preto,Alemanha,18247,Novo
Audi,A4,2021,Vermelho,Polônia,30248,Novo
Ford,Mondeo,2022,Branco,Países Baixos,26204,Novo
Ford,Focus,2021,Verde,Reino Unido,27955,Novo
Renault,Captur,2020,Preto,Alemanha,17760,Novo
Renault,Clio,2019,Branco,Alemanha,23464,Novo
Peugeot,3008,2019,Vermelho,Alemanha,36401,Novo
Peugeot,3008,2018,Branco,Reino Unido,30967,Novo
Peugeot,3008,2019,Vermelho,Alemanha,22718,Novo
BMW,Serie 1,2022,Cinza,Itália,78778,Novo
Fiat,Tipo,2020,Branco,Alemanha,18145,Novo
Peugeot,5008,2022,Azul,Portugal,34020,Novo
BMW,Serie 5,2021,Cinza,Polônia,36827,Novo
Peugeot,308,2021,Preto,Polônia,26595,Novo
Ford,Kuga,2021,Verde,França,27110,Novo
Volkswagen,Golf,2019,Preto,Alemanha,24546,Novo
Volkswagen,Polo,2021,Preto,Polônia,29596,Novo
Mercedes,Classe C,2018,Cinza,Reino Unido,34156,Novo
Peugeot,5008,2021,Cinza,França,16717,Novo
Mercedes,GLC,2020,Azul,Alemanha,47290,Novo
Fiat,Panda,2019,Cinza,Reino Unido,12988,Novo
Peugeot,5008,2021,Cinza,Espanha,18438,Novo
Mercedes,GLC,2022,Preto,Alemanha,73601,Novo
Fiat,Tipo,2021,Preto,Espanha,13755,Novo
Ford,Focus,2021,Branco,França,38665,Novo
BMW,X3,2018,Cinza,França,36524,Novo
Peugeot,308,2018,Prata,Espanha,34397,Novo
Audi,A3,2021,Preto,França,54219,Novo
Ford,Mondeo,2022,Cinza,Espanha,35280,Novo
Ford,Fiesta,2021,Preto,Reino Unido,31888,Novo
Ford,Focus,2018,Vermelho,Países Baixos,18044,Novo
Fiat,500,2022,Azul,Países Baixos,21710,Novo
Peugeot,308,2018,Preto,Alemanha,26258,Novo
Mercedes,Classe A,2022,Preto,Alemanha,80476,Novo
Fiat,Panda,2019,Vermelho,Portugal,24476,Novo
Ford,Mondeo,2022,Cinza,Polônia,31912,Novo
BMW,Serie 5,2018,Vermelho,Itália,35966,Novo
Peugeot,208,2019,Preto,Países Baixos,39576,Novo
Ford,Mondeo,2020,Cinza,Portugal,22027,Novo
Peugeot,3008,2019,Cinza,Portugal,20061,Novo
Fiat,500,2021,Vermelho,França,27714,Novo
BMW,X3,2019,Cinza,Alemanha,46938,Novo
BMW,Serie 3,2020,Branco,Alemanha,37829,Novo
Volkswagen,Tiguan,2018,Branco,Países Baixos,33084,Novo
Audi,A4,2019,Branco,Reino Unido,41294,Novo
Fiat,Tipo,2018,Verde,França,16845,Novo
BMW,Serie 1,2022,Branco,Portugal,58919,Novo
Ford,Fiesta,2019,Verde,Itália,34376,Novo
Peugeot,3008,2022,Cinza,Polônia,16869,Novo
Mercedes,Classe C,2022,Branco,Espanha,48417,Novo
Audi,Q3,2019,Vermelho,Itália,31196,Novo
Fiat,500,2020,Cinza,Itália,14708,Novo
Ford,Mondeo,2021,Preto,Itália,23837,Novo
Audi,Q3,2021,Cinza,Reino Unido,73503,Novo
Ford,Kuga,2022,Verde,Portugal,35269,Novo
BMW,X3,2021,Vermelho,Portugal,49405,Novo
BMW,Serie 1,2019,Cinza,França,62984,Novo
Audi,A4,2019,Cinza,Reino Unido,51611,Novo
Peugeot,5008,2022,Vermelho,Portugal,34510,Novo
Audi,Q5,2020,Prata,Espanha,84095,Novo
Fiat,Punto,2022,Preto,Espanha,18759,Novo
Volkswagen,Passat,2022,Vermelho,Reino Unido,38354,Novo
BMW,X3,2022,Branco,Espanha,78801,Novo
Renault,Megane,2021,Cinza,Espanha,26452,Novo
Audi,Q5,2021,Branco,Reino Unido,31880,Novo
Volkswagen,Passat,2018,Cinza,Alemanha,36092,Novo
Ford,Fiesta,2019,Cinza,Espanha,35043,Novo
Renault,Captur,2021,Verde,Polônia,26086,Novo
BMW,Serie 1,2021,Cinza,Itália,42568,Novo
BMW,X1,2018,Branco,Espanha,69857,Novo
Fiat,Panda,2022,Cinza,Polônia,20987,Novo
Ford,Focus,2022,Azul,Alemanha,32761,Novo
Mercedes,GLA,2020,Azul,Itália,86765,Novo
Ford,Mondeo,2022,Cinza,Reino Unido,29983,Novo
Ford,Focus,2018,Azul,França,20063,Novo
Peugeot,3008,2021,Cinza,França,18042,Novo
Renault,Clio,2020,Branco,Polônia,23459,Novo
Mercedes,GLC,2020,Preto,Espanha,71047,Novo
Volkswagen,Tiguan,2021,Vermelho,Portugal,34210,Novo
Volkswagen,Polo,2019,Cinza,Alemanha,23730,Novo
Mercedes,Classe C,2020,Branco,Espanha,85430,Novo
Volkswagen,Polo,2022,Branco,França,39272,Novo
BMW,X3,2022,Preto,França,66523,Novo
Peugeot,208,2022,Preto,Reino Unido,24999,Novo
Ford,Mondeo,2019,Cinza,Países Baixos,20507,Novo
BMW,Serie 1,2020,Branco,França,45554,Novo
Fiat,Panda,2018,Cinza,Alemanha,19100,Novo
Mercedes,GLA,2022,Prata,Polônia,37537,Novo
Peugeot,3008,2018,Branco,Portugal,28782,Novo
Fiat,Punto,2019,Branco,França,19955,Novo
Peugeot,5008,2018,Azul,França,24721,Novo
Peugeot,208,2022,Preto,França,27232,Novo
Renault,Clio,2018,Branco,França,16621,Novo
Peugeot,308,2022,Preto,Reino Unido,30934,Novo
Ford,Fiesta,2022,Preto,Espanha,28956,Novo
Volkswagen,Golf,2018,Branco,Espanha,39152,Novo
Fiat,Punto,2022,Branco,Reino Unido,15320,Novo
Volkswagen,Passat,2021,Prata,Reino Unido,35278,Novo
Peugeot,5008,2018,Preto,Alemanha,34713,Novo
Peugeot,208,2020,Azul,Itália,31921,Novo
Fiat,Panda,2021,Preto,Espanha,14409,Novo
Audi,Q3,2021,Preto,França,78725,Novo
BMW,Serie 5,2020,Azul,França,73871,Novo
Audi,Q3,2019,Branco,Polônia,69759,Novo
BMW,Serie 1,2021,Branco,Reino Unido,53167,Novo
Mercedes,GLC,2018,Preto,Países Baixos,66131,Novo
Fiat,Tipo,2019,Verde,Reino Unido,27042,Novo
Audi,Q5,2022,Cinza,Polônia,62201,Novo
BMW,Serie 5,2022,Azul,Países Baixos,63013,Novo
Fiat,Punto,2022,Branco,Reino Unido,15894,Novo
Renault,Captur,2018,Verde,Alemanha,29944,Novo
Fiat,500,2019,Cinza,Alemanha,19707,Novo
Volkswagen,Polo,2020,Branco,Alemanha,38802,Novo
Renault,Clio,2019,Cinza,Alemanha,28692,Novo
Volkswagen,Golf,2021,Cinza,Reino Unido,28947,Novo
BMW,X1,2018,Vermelho,Alemanha,48597,Novo
Volkswagen,Golf,2020,Cinza,Polônia,42097,Novo
Ford,Focus,2019,Preto,Países Baixos,25997,Novo
Volkswagen,Golf,2022,Azul,Países Baixos,24180,Novo
Peugeot,3008,2021,Azul,Itália,33268,Novo
Fiat,500,2022,Branco,Alemanha,15861,Novo
Volkswagen,Passat,2018,Preto,Reino Unido,44327,Novo
Fiat,Tipo,2022,Branco,Polônia,17508,Novo
Renault,Talisman,2019,Prata,Alemanha,29768,Novo
Audi,Q5,2022,Cinza,Reino Unido,67561,Novo
Renault,Clio,2021,Azul,Alemanha,19688,Novo
Ford,Focus,2019,Azul,Espanha,26381,Novo
Volkswagen,Golf,2019,Verde,Portugal,29209,Novo
Audi,Q3,2022,Preto,Espanha,32368,Novo
Volkswagen,Golf,2019,Prata,Espanha,39553,Novo
Mercedes,Classe A,2019,Azul,Itália,41359,Novo
Volkswagen,Passat,2019,Cinza,Países Baixos,35598,Novo
Mercedes,GLC,2022,Branco,Espanha,44702,Novo
Ford,Focus,2022,Azul,Alemanha,28586,Novo
Mercedes,Classe A,2022,Preto,Itália,85983,Novo
Renault,Megane,2022,Preto,França,16144,Novo
Ford,Focus,2022,Cinza,Portugal,35236,Novo
Ford,Mondeo,2022,Branco,Espanha,30538,Novo
Audi,Q5,2020,Preto,Alemanha,69949,Novo
Peugeot,308,2022,Preto,França,20816,Novo
Peugeot,3008,2019,Branco,Itália,27165,Novo
Mercedes,Classe C,2021,Branco,Reino Unido,58793,Novo
Fiat,Tipo,2018,Vermelho,Alemanha,27479,Novo
BMW,Serie 1,2021,Azul,Portugal,36608,Novo
Mercedes,Classe C,2021,Preto,Reino Unido,43447,Novo
Volkswagen,Passat,2018,Branco,Itália,25567,Novo
Audi,A4,2019,Cinza,Espanha,82533,Novo
Fiat,500,2021,Branco,Portugal,15272,Novo
BMW,Serie 5,2022,Prata,Portugal,33602,Novo
Peugeot,5008,2022,Cinza,Reino Unido,27260,Novo
Fiat,Punto,2022,Cinza,Itália,19589,Novo
BMW,X3,2022,Vermelho,Reino Unido,76190,Novo
Peugeot,5008,2021,Prata,Alemanha,34117,Novo
Renault,Captur,2020,Preto,Polônia,16531,Novo
Ford,Kuga,2019,Branco,Alemanha,31518,Novo
BMW,Serie 1,2018,Branco,Reino Unido,32249,Novo
Mercedes,GLA,2021,Branco,Alemanha,50237,Novo
Ford,Mondeo,2022,Preto,Itália,39099,Novo
Renault,Megane,2019,Branco,Itália,28479,Novo
Ford,Kuga,2021,Verde,Espanha,18678,Novo
Volkswagen,Passat,2020,Preto,Portugal,30634,Novo
Mercedes,Classe A,2018,Prata,Reino Unido,75957,Novo
Fiat,500,2019,Verde,Itália,26501,Novo
Renault,Megane,2020,Preto,Polônia,24372,Novo
Volkswagen,Tiguan,2020,Branco,Reino Unido,23564,Novo
Peugeot,5008,2021,Prata,Reino Unido,36571,Novo
Mercedes,Classe C,2020,Vermelho,Portugal,57851,Novo
Renault,Talisman,2022,Azul,Alemanha,24302,Novo
BMW,Serie 1,2019,Vermelho,Reino Unido,36086,Novo
Volkswagen,Golf,2022,Preto,Países Baixos,27802,Novo
Audi,A3,2022,Preto,Itália,82837,Novo
Audi,A3,2022,Cinza,Polônia,31882,Novo
Fiat,Punto,2020,Branco,Reino Unido,22845,Novo
Ford,Kuga,2022,Prata,Polônia,24038,Novo
Fiat,500,2018,Branco,França,13176,Novo
Peugeot,5008,2018,Vermelho,Espanha,26417,Novo
Audi,A3,2018,Branco,Espanha,82290,Novo
Fiat,Panda,2018,Cinza,Alemanha,14997,Novo
Volkswagen,Golf,2020,Verde,Reino Unido,42574,Novo
Renault,Clio,2020,Branco,Reino Unido,22640,Novo
Ford,Mondeo,2020,Azul,Alemanha,27065,Novo
Mercedes,GLA,2020,Cinza,França,66844,Novo
Peugeot,3008,2018,Preto,Itália,26260,Novo
Peugeot,308,2022,Cinza,Reino Unido,36961,Novo
Mercedes,GLA,2018,Azul,Reino Unido,39511,Novo
Peugeot,208,2019,Preto,França,31053,Novo
Fiat,500,2020,Preto,França,25138,Novo
Audi,Q5,2022,Preto,França,43811,Novo
Audi,A4,2022,Branco,Espanha,36212,Novo
Ford,Mondeo,2020,Vermelho,Polônia,25990,Novo
Fiat,Tipo,2020,Verde,França,26272,Novo
Peugeot,5008,2020,Preto,Itália,33367,Novo
Mercedes,Classe A,2018,Prata,Reino Unido,38112,Novo
Peugeot,3008,2019,Azul,Polônia,36675,Novo
Ford,Fiesta,2018,Branco,Alemanha,22985,Novo
Mercedes,Classe A,2020,Azul,França,60150,Novo
Mercedes,Classe A,2019,Vermelho,Reino Unido,31033,Novo
Fiat,500,2018,Azul,Polônia,27712,Novo
Mercedes,GLA,2019,Preto,Espanha,61904,Novo
Ford,Focus,2021,Cinza,Espanha,38218,Novo
Ford,Mondeo,2019,Prata,Polônia,37759,Novo
Mercedes,GLA,2022,Preto,Reino Unido,47364,Novo
Volkswagen,Golf,2022,Branco,Polônia,21435,Novo
BMW,X1,2018,Branco,Itália,55591,Novo
Renault,Talisman,2019,Branco,França,30537,Novo
Audi,Q5,2021,Vermelho,Portugal,41123,Novo
Peugeot,308,2022,Cinza,Portugal,28809,Novo
BMW,X1,2020,Preto,Portugal,36638,Novo
Fiat,Punto,2021,Preto,Polônia,14579,Novo
Renault,Talisman,2019,Cinza,Itália,24097,Novo
Peugeot,3008,2019,Azul,França,35291,Novo
BMW,Serie 1,2018,Branco,Países Baixos,76833,Novo
Audi,Q5,2018,Preto,Alemanha,41587,Novo
BMW,Serie 1,2019,Cinza,Países Baixos,53485,Novo
Renault,Talisman,2020,Preto,Espanha,34908,Novo
BMW,Serie 5,2021,Verde,Portugal,59631,Novo
Fiat,Tipo,2022,Branco,Reino Unido,22427,Novo
Fiat,500,2019,Cinza,França,22281,Novo
Peugeot,208,2022,Preto,Polônia,32224,Novo
Renault,Captur,2021,Azul,Polônia,34807,Novo
Peugeot,5008,2022,Vermelho,Reino Unido,24511,Novo
Peugeot,3008,2020,Cinza,Reino Unido,31975,Novo
BMW,X1,2020,Cinza,Itália,77442,Novo
Renault,Clio,2020,Azul,Reino Unido,17256,Novo
Fiat,Panda,2020,Azul,Espanha,12242,Novo
Renault,Megane,2018,Prata,Espanha,28395,Novo
Volkswagen,Golf,2018,Preto,Alemanha,31693,Novo
BMW,X3,2021,Branco,Reino Unido,70370,Novo
Renault,Talisman,2018,Preto,Reino Unido,17882,Novo
Ford,Focus,2020,Branco,Alemanha,17156,Novo
Ford,Mondeo,2018,Prata,Alemanha,27760,Novo
Peugeot,208,2021,Azul,Polônia,24319,Novo
Renault,Clio,2020,Verde,Espanha,28355,Novo
BMW,X1,2020,Preto,Itália,38771,Novo
Ford,Kuga,2018,Azul,Espanha,38007,Novo
Mercedes,GLA,2020,Branco,Países Baixos,50220,Novo
Fiat,Panda,2021,Azul,Portugal,17303,Novo
Audi,Q3,2022,Preto,Itália,67644,Novo
Fiat,Panda,2021,Vermelho,Portugal,24852,Novo
Renault,Captur,2022,Branco,Espanha,19629,Novo
Renault,Megane,2018,Cinza,Países Baixos,30028,Novo
Peugeot,5008,2021,Azul,Reino Unido,19498,Novo
Fiat,500,2021,Branco,Espanha,16431,Novo
Mercedes,GLC,2022,Cinza,Espanha,64712,Novo
Volkswagen,Golf,2020,Azul,Itália,37772,Novo
Audi,Q3,2018,Prata,Portugal,82246,Novo
Audi,A4,2019,Branco,França,63413,Novo
BMW,Serie 3,2019,Cinza,Polônia,37169,Novo
Ford,Kuga,2018,Cinza,Portugal,33901,Novo
Peugeot,5008,2020,Preto,Reino Unido,29281,Novo
Peugeot,3008,2019,Verde,Polônia,34476,Novo
Fiat,Tipo,2019,Cinza,Alemanha,20072,Novo
Audi,Q3,2020,Prata,Alemanha,66936,Novo
Fiat,Punto,2021,Azul,Espanha,25525,Novo
Renault,Clio,2021,Branco,Alemanha,29303,Novo
Volkswagen,Polo,2021,Prata,Reino Unido,29986,Novo
Volkswagen,Passat,2020,Verde,Itália,21051,Novo
Peugeot,308,2022,Prata,Países Baixos,28650,Novo
Volkswagen,Polo,2022,Preto,Reino Unido,29545,Novo
Renault,Talisman,2018,Cinza,Reino Unido,22134,Novo
Ford,Fiesta,2020,Vermelho,Países Baixos,34658,Novo
BMW,Serie 5,2020,Preto,Reino Unido,58557,Novo
Renault,Megane,2019,Cinza,Países Baixos,33460,Novo
Renault,Captur,2020,Prata,Espanha,18991,Novo
Audi,Q5,2021,Cinza,França,42116,Novo
BMW,X1,2022,Branco,Itália,60416,Novo
Ford,Mondeo,2018,Preto,Polônia,26691,Novo
Renault,Clio,2018,Cinza,Países Baixos,15312,Novo
Renault,Clio,2020,Branco,Alemanha,27320,Novo
BMW,Serie 1,2019,Preto,Itália,43788,Novo
Volkswagen,Passat,2020,Preto,França,35705,Novo
Audi,Q5,2020,Branco,Portugal,43889,Novo
BMW,Serie 3,2018,Cinza,Itália,46145,Novo
Renault,Talisman,2019,Preto,Alemanha,23381,Novo
Peugeot,308,2019,Preto,Portugal,24910,Novo
Fiat,500,2021,Branco,Polônia,12682,Novo
Renault,Talisman,2021,Cinza,Polônia,21728,Novo
BMW,Serie 5,2021,Cinza,França,77224,Novo
BMW,X1,2018,Vermelho,França,64265,Novo
Renault,Megane,2020,Verde,Portugal,23358,Novo
Peugeot,3008,2022,Azul,Alemanha,18534,Novo
BMW,X1,2018,Cinza,Países Baixos,75951,Novo
Volkswagen,Passat,2022,Preto,Países Baixos,29127,Novo
Ford,Fiesta,2019,Preto,Reino Unido,17442,Novo
Volkswagen,Golf,2021,Cinza,Itália,30439,Novo
Renault,Megane,2021,Cinza,Itália,16920,Novo
Fiat,Punto,2020,Azul,França,21029,Novo
Renault,Captur,2018,Branco,Portugal,28568,Novo
Audi,A4,2019,Preto,Itália,46747,Novo
Renault,Captur,2022,Prata,Reino Unido,32879,Novo
BMW,Serie 3,2022,Preto,Reino Unido,68864,Novo
Peugeot,5008,2020,Branco,Reino Unido,22745,Novo
Mercedes,GLC,2020,Cinza,França,39968,Novo
Peugeot,308,2020,Azul,Espanha,29445,Novo
Volkswagen,Tiguan,2020,Cinza,Reino Unido,43561,Novo
Audi,A3,2022,Cinza,Alemanha,84741,Novo
Peugeot,208,2018,Cinza,Itália,22248,Novo
Volkswagen,Golf,2021,Branco,Itália,31666,Novo
Renault,Talisman,2020,Preto,Polônia,32352,Novo
Renault,Captur,2019,Vermelho,Países Baixos,20864,Novo
Peugeot,208,2021,Preto,Polônia,30505,Novo
Renault,Captur,2021,Cinza,Itália,30774,Novo
Volkswagen,Golf,2021,Cinza,França,21230,Novo
BMW,Serie 1,2021,Vermelho,Polônia,56614,Novo
Fiat,Tipo,2022,Cinza,Países Baixos,23587,Novo
Audi,A3,2018,Preto,Portugal,81856,Novo
Renault,Talisman,2020,Azul,Polônia,22243,Novo
Audi,Q5,2018,Preto,Alemanha,83081,Novo
Volkswagen,Polo,2020,Vermelho,França,29385,Novo
Audi,A4,2021,Azul,Itália,36598,Novo
Mercedes,Classe C,2019,Vermelho,Itália,61234,Novo
Ford,Mondeo,2019,Branco,França,25696,Novo
Renault,Talisman,2019,Preto,França,18115,Novo
Peugeot,308,2019,Branco,Espanha,22412,Novo
Ford,Mondeo,2021,Azul,Itália,25208,Novo
Renault,Talisman,2019,Vermelho,Espanha,17193,Novo
Peugeot,5008,2020,Cinza,Portugal,17702,Novo
Peugeot,208,2018,Cinza,Reino Unido,27117,Novo
Renault,Clio,2021,Branco,Espanha,20478,Novo
Peugeot,3008,2022,Branco,França,22144,Novo
Fiat,Tipo,2019,Branco,Itália,26435,Novo
Fiat,500,2019,Preto,Polônia,19091,Novo
Mercedes,GLA,2022,Vermelho,Reino Unido,77207,Novo
Volkswagen,Tiguan,2018,Branco,Reino Unido,35470,Novo
Volkswagen,Golf,2022,Verde,Países Baixos,19055,Novo
BMW,Serie 3,2020,Branco,Reino Unido,52828,Novo
BMW,Serie 3,2021,Preto,Polônia,78317,Novo
BMW,X1,2019,Cinza,França,56063,Novo
Renault,Clio,2020,Verde,Polônia,20766,Novo
Volkswagen,Golf,2022,Vermelho,Portugal,19123,Novo
Renault,Talisman,2019,Branco,Espanha,16111,Novo
Ford,Fiesta,2020,Azul,Reino Unido,36175,Novo
Fiat,Tipo,2021,Cinza,Reino Unido,24416,Novo
Audi,A3,2018,Preto,Itália,53756,Novo
Mercedes,Classe C,2020,Branco,Alemanha,62756,Novo
BMW,Serie 3,2021,Branco,Polônia,52066,Novo
Peugeot,5008,2018,Prata,França,17018,Novo
Mercedes,GLC,2020,Prata,Itália,35222,Novo
Ford,Focus,2019,Preto,Polônia,26916,Novo
Mercedes,GLC,2019,Azul,Alemanha,60683,Novo
BMW,X3,2019,Verde,Polônia,50502,Novo
BMW,X3,2019,Verde,Países Baixos,67887,Novo
BMW,X1,2019,Branco,Polônia,33098,Novo
BMW,Serie 5,2022,Prata,Alemanha,65579,Novo
Audi,A3,2019,Azul,Polônia,84762,Novo
Fiat,500,2019,Verde,Polônia,21574,Novo
Ford,Kuga,2020,Preto,Alemanha,33026,Novo
Ford,Fiesta,2020,Vermelho,Portugal,27714,Novo
Fiat,Tipo,2022,Preto,Portugal,22529,Novo
BMW,Serie 5,2022,Branco,Polônia,50501,Novo
Ford,Mondeo,2019,Cinza,França,33699,Novo
Renault,Talisman,2018,Preto,Espanha,17797,Novo
Fiat,Panda,2022,Cinza,Espanha,19478,Novo
BMW,X1,2018,Preto,Países Baixos,62382,Novo
BMW,Serie 5,2022,Preto,Reino Unido,50600,Novo
Renault,Clio,2018,Verde,Alemanha,25567,Novo
Fiat,500,2021,Azul,Portugal,16509,Novo
Renault,Clio,2018,Preto,Portugal,24742,Novo
Audi,Q5,2021,Branco,França,58221,Novo
Ford,Mondeo,2021,Prata,Espanha,24980,Novo
Fiat,Punto,2021,Cinza,Portugal,23757,Novo
Fiat,Punto,2018,Preto,França,18449,Novo
Audi,Q3,2018,Preto,Polônia,57435,Novo
Fiat,500,2022,Cinza,Itália,14177,Novo
Peugeot,208,2021,Prata,Alemanha,26621,Novo
Audi,A3,2018,Preto,Alemanha,67305,Novo
BMW,Serie 1,2021,Vermelho,França,62393,Novo
Ford,Focus,2020,Preto,Alemanha,21592,Novo
Audi,A3,2018,Preto,Polônia,58370,Novo
Renault,Clio,2019,Preto,Itália,26530,Novo
Peugeot,208,2018,Vermelho,Espanha,32512,Novo
BMW,Serie 1,2019,Branco,Países Baixos,34425,Novo
Fiat,Panda,2022,Verde,Portugal,23685,Novo
Audi,Q5,2018,Branco,Países Baixos,78225,Novo
Renault,Talisman,2019,Branco,Reino Unido,26344,Novo
Audi,Q5,2022,Vermelho,Itália,84637,Novo
Audi,A4,2022,Branco,Países Baixos,69669,Novo
Volkswagen,Passat,2021,Branco,França,42345,Novo
Peugeot,208,2021,Cinza,Espanha,27976,Novo
Mercedes,GLC,2020,Cinza,França,64959,Novo
Fiat,Tipo,2022,Branco,Países Baixos,14023,Novo
Audi,A4,2021,Azul,Itália,39912,Novo
Audi,A4,2022,Azul,Polônia,51024,Novo
Volkswagen,Golf,2020,Preto,Alemanha,20015,Novo
Renault,Clio,2018,Preto,França,19249,Novo
Renault,Megane,2021,Preto,França,33696,Novo
Ford,Fiesta,2020,Branco,Reino Unido,18331,Novo
BMW,X3,2019,Verde,Países Baixos,60927,Novo
Volkswagen,Tiguan,2019,Cinza,Alemanha,44323,Novo
Ford,Fiesta,2020,Preto,Reino Unido,38894,Novo
Renault,Megane,2022,Prata,Países Baixos,32026,Novo
Mercedes,GLA,2022,Azul,Espanha,60470,Novo
Volkswagen,Polo,2019,Azul,Portugal,31572,Novo
Renault,Captur,2020,Vermelho,Polônia,17028,Novo
Audi,Q5,2021,Verde,Países Baixos,42339,Novo
Renault,Captur,2018,Verde,Reino Unido,20699,Novo
BMW,X3,2019,Prata,Polônia,78171,Novo
Ford,Focus,2020,Branco,Reino Unido,33937,Novo
Fiat,Tipo,2020,Verde,Polônia,19088,Novo
BMW,X3,2020,Preto,Reino Unido,75751,Novo
Audi,Q5,2018,Azul,Alemanha,47164,Novo
Audi,Q3,2018,Branco,Polônia,77334,Novo
BMW,X1,2018,Preto,Portugal,62113,Novo
Ford,Kuga,2018,Branco,Polônia,19046,Novo
Audi,A3,2018,Verde,Polônia,72534,Novo
BMW,Serie 5,2021,Branco,Itália,75590,Novo
BMW,Serie 5,2022,Preto,França,79391,Novo
Fiat,Punto,2021,Cinza,Alemanha,21453,Novo
Audi,A4,2020,Cinza,França,82330,Novo
Volkswagen,Tiguan,2022,Vermelho,Países Baixos,20867,Novo
Volkswagen,Golf,2020,Preto,Reino Unido,34156,Novo
Volkswagen,Polo,2022,Preto,Itália,39964,Novo
Audi,Q5,2018,Preto,Espanha,57077,Novo
Volkswagen,Tiguan,2022,Preto,Itália,37197,Novo
Renault,Talisman,2020,Prata,Portugal,29751,Novo
Volkswagen,Polo,2021,Preto,Polônia,20138,Novo
Fiat,Tipo,2018,Verde,Portugal,22689,Novo
Ford,Kuga,2022,Cinza,Reino Unido,27572,Novo
Ford,Fiesta,2021,Azul,Portugal,20542,Novo
Peugeot,308,2020,Azul,Itália,29475,Novo
Ford,Mondeo,2020,Prata,Polônia,29367,Novo
Audi,A4,2019,Preto,França,80029,Novo
BMW,Serie 3,2020,Preto,Polônia,50975,Novo
Fiat,Punto,2022,Verde,Portugal,17402,Novo
Peugeot,3008,2019,Vermelho,Espanha,17138,Novo
Volkswagen,Golf,2018,Preto,Polônia,19220,Novo
Audi,A3,2020,Cinza,Países Baixos,64397,Novo
Mercedes,Classe C,2022,Cinza,Países Baixos,70334,Novo
Ford,Mondeo,2019,Cinza,Portugal,17562,Novo
Renault,Captur,2022,Cinza,Espanha,24619,Novo
Audi,A3,2021,Branco,Espanha,39427,Novo
Volkswagen,Passat,2018,Preto,Países Baixos,34109,Novo
Mercedes,Classe A,2022,Preto,França,75118,Novo
Renault,Captur,2019,Branco,Polônia,23921,Novo
Renault,Captur,2021,Preto,Polônia,18693,Novo
Mercedes,Classe A,2021,Branco,Polônia,36134,Novo
Ford,Focus,2021,Azul,Países Baixos,21232,Novo
BMW,X3,2019,Prata,Portugal,42876,Novo
Audi,A3,2022,Cinza,Espanha,59178,Novo
BMW,X3,2019,Preto,Portugal,77437,Novo
Ford,Fiesta,2020,Preto,Portugal,25417,Novo
Audi,Q5,2022,Vermelho,Países Baixos,81756,Novo
