Marca,Modelo,Ano,Cor,País,Preço (€),Quilometragem (km),Tipo
Fiat,500,2019,Preto,Espanha,21381,56,Novo
BMW,Serie 5,2018,Azul,Itália,46205,15,Novo
Volkswagen,Golf,2021,Branco,Portugal,33990,65,Novo
Mercedes,GLA,2022,Branco,Itália,35154,3,Novo
Volkswagen,Golf,2021,Branco,Portugal,36086,93,Novo
Volkswagen,Polo,2022,Cinza,Alemanha,32143,36,Novo
Mercedes,GLC,2022,Prata,Itália,64527,36,Novo
BMW,X1,2022,Preto,Espanha,36697,22,Novo
Audi,Q5,2018,Cinza,França,53339,62,Novo
Peugeot,3008,2020,Cinza,Itália,29048,125,Novo
Peugeot,5008,2018,Prata,Alemanha,38870,14,Novo
Audi,Q3,2019,Cinza,Reino Unido,31349,52,Novo
Ford,Focus,2019,Prata,Portugal,20352,137,Novo
Audi,A4,2018,Preto,Portugal,59672,16,Novo
Peugeot,5008,2020,Branco,Espanha,24447,76,Novo
Peugeot,208,2020,Preto,Portugal,21285,147,Novo
Renault,Clio,2021,Azul,França,22019,19,Novo
Fiat,Punto,2022,Preto,França,24277,96,Novo
Fiat,Panda,2021,Preto,Alemanha,18273,47,Novo
Fiat,Tipo,2021,Cinza,Polônia,22571,56,Novo
Peugeot,5008,2022,Cinza,Países Baixos,20824,118,Novo
Peugeot,308,2021,Branco,Itália,26769,142,Novo
Peugeot,3008,2022,Verde,Portugal,17602,17,Novo
BMW,Serie 3,2018,Branco,Alemanha,46951,91,Novo
Renault,Talisman,2022,Branco,Reino Unido,31004,33,Novo
BMW,Serie 3,2020,Vermelho,Espanha,63658,134,Novo
Audi,A4,2022,Branco,Itália,45100,41,Novo
Ford,Mondeo,2020,Cinza,França,25927,9,Novo
Volkswagen,Polo,2019,Azul,Espanha,20624,131,Novo
Fiat,Punto,2019,Cinza,Alemanha,17958,34,Novo
Ford,Fiesta,2018,Cinza,Reino Unido,39078,107,Novo
Audi,Q5,2019,Prata,Portugal,36180,37,Novo
BMW,Serie 3,2019,Prata,Portugal,64173,73,Novo
BMW,Serie 5,2018,Verde,Portugal,38573,63,Novo
Renault,Talisman,2021,Preto,Itália,28836,137,Novo
Renault,Talisman,2021,Preto,Portugal,32235,117,Novo
Ford,Fiesta,2019,Prata,Espanha,27455,77,Novo
Audi,A3,2021,Prata,Países Baixos,60419,21,Novo
Ford,Kuga,2021,Preto,Itália,32363,82,Novo
Renault,Megane,2018,Cinza,Alemanha,24314,15,Novo
Fiat,Tipo,2019,Preto,Reino Unido,18143,107,Novo
Fiat,Punto,2019,Prata,Alemanha,26996,122,Novo
Peugeot,5008,2022,Verde,Portugal,23408,70,Novo
Renault,Talisman,2020,Preto,Reino Unido,18232,81,Novo
Audi,Q3,2021,Branco,Alemanha,53987,138,Novo
Volkswagen,Golf,2021,Cinza,Alemanha,41956,55,Novo
BMW,Serie 5,2021,Verde,Países Baixos,36037,85,Novo
Renault,Talisman,2022,Vermelho,Reino Unido,26010,140,Novo
Volkswagen,Passat,2019,Cinza,Reino Unido,23889,82,Novo
Audi,A4,2021,Preto,França,35097,80,Novo
Renault,Megane,2022,Branco,Alemanha,28260,45,Novo
Volkswagen,Polo,2020,Cinza,Itália,40169,147,Novo
Ford,Fiesta,2021,Vermelho,Espanha,36164,73,Novo
Volkswagen,Polo,2020,Cinza,Reino Unido,24862,95,Novo
Fiat,500,2019,Cinza,França,24359,23,Novo
Peugeot,3008,2020,Vermelho,Itália,25508,66,Novo
Mercedes,Classe A,2019,Branco,Portugal,71424,73,Novo
BMW,Serie 5,2021,Preto,Espanha,47009,139,Novo
Audi,A3,2021,Cinza,Espanha,42569,114,Novo
Audi,A4,2018,Azul,Itália,60607,44,Novo
Fiat,Punto,2021,Prata,Polônia,26984,90,Novo
Renault,Captur,2018,Azul,Portugal,17404,71,Novo
Audi,Q5,2021,Azul,Reino Unido,78537,111,Novo
Volkswagen,Tiguan,2018,Cinza,Portugal,18226,70,Novo
Audi,Q3,2022,Cinza,Alemanha,72943,20,Novo
BMW,Serie 3,2018,Branco,França,34672,120,Novo
BMW,Serie 1,2020,Preto,Países Baixos,32503,88,Novo
BMW,X1,2018,Azul,Alemanha,47634,9,Novo
Ford,Mondeo,2022,Cinza,Espanha,30339,85,Novo
Ford,Kuga,2021,Azul,Portugal,29239,15,Novo
BMW,Serie 3,2022,Prata,Itália,38794,64,Novo
Ford,Fiesta,2021,Vermelho,Espanha,39530,134,Novo
Fiat,Punto,2018,Branco,Portugal,13695,74,Novo
Fiat,Tipo,2022,Vermelho,Itália,22143,88,Novo
Peugeot,308,2020,Azul,Espanha,39945,114,Novo
Audi,Q3,2022,Vermelho,Reino Unido,38525,1,Novo
Peugeot,3008,2022,Preto,Portugal,37252,139,Novo
Fiat,Panda,2020,Vermelho,Itália,26378,22,Novo
Renault,Captur,2019,Branco,Itália,29186,13,Novo
Renault,Clio,2020,Preto,Portugal,27765,72,Novo
Ford,Kuga,2021,Azul,Países Baixos,24924,131,Novo
Ford,Focus,2021,Cinza,Espanha,25712,91,Novo
Peugeot,308,2020,Branco,França,32913,111,Novo
Fiat,Tipo,2018,Preto,Itália,27645,19,Novo
BMW,Serie 1,2020,Preto,Itália,60153,15,Novo
Volkswagen,Tiguan,2019,Azul,Reino Unido,23184,92,Novo
Audi,Q5,2021,Vermelho,Reino Unido,74344,89,Novo
Volkswagen,Golf,2020,Azul,Itália,33521,39,Novo
BMW,Serie 5,2022,Cinza,Países Baixos,45245,46,Novo
Audi,Q5,2018,Prata,França,78002,30,Novo
BMW,Serie 1,2018,Vermelho,Polônia,73859,60,Novo
Volkswagen,Passat,2018,Cinza,Reino Unido,27296,2,Novo
Audi,Q5,2020,Branco,Portugal,62672,32,Novo
BMW,Serie 1,2018,Preto,Reino Unido,56281,65,Novo
Volkswagen,Golf,2021,Cinza,Países Baixos,24697,133,Novo
Peugeot,308,2018,Cinza,Reino Unido,27682,123,Novo
Ford,Kuga,2022,Vermelho,Itália,32443,91,Novo
Renault,Captur,2018,Branco,Reino Unido,17691,3,Novo
Ford,Kuga,2018,Cinza,Espanha,23973,146,Novo
Mercedes,GLA,2022,Branco,Polônia,37643,18,Novo
Mercedes,GLA,2022,Cinza,Polônia,32162,99,Novo
Fiat,Tipo,2019,Prata,Alemanha,13054,44,Novo
Mercedes,GLC,2020,Cinza,Polônia,89434,15,Novo
Fiat,Panda,2022,Preto,Reino Unido,22361,147,Novo
Renault,Captur,2019,Prata,Espanha,28420,29,Novo
Ford,Mondeo,2020,Vermelho,Espanha,24267,56,Novo
Peugeot,3008,2019,Branco,Polônia,39530,92,Novo
BMW,Serie 1,2022,Branco,Reino Unido,52092,32,Novo
Fiat,Tipo,2020,Preto,Portugal,19001,4,Novo
Volkswagen,Tiguan,2019,Azul,Portugal,34424,95,Novo
Volkswagen,Tiguan,2018,Branco,Reino Unido,21414,128,Novo
Ford,Kuga,2022,Branco,Reino Unido,27193,38,Novo
Peugeot,5008,2021,Preto,Portugal,19759,117,Novo
BMW,Serie 3,2022,Vermelho,Países Baixos,33648,11,Novo
Audi,Q3,2021,Cinza,França,30502,128,Novo
Ford,Fiesta,2018,Vermelho,França,28502,44,Novo
Renault,Megane,2018,Cinza,Espanha,31749,32,Novo
Fiat,Tipo,2018,Azul,Alemanha,22577,26,Novo
Mercedes,GLC,2019,Prata,França,50255,67,Novo
Peugeot,5008,2019,Preto,França,38593,84,Novo
Ford,Fiesta,2021,Cinza,Espanha,32082,109,Novo
BMW,Serie 1,2022,Azul,Itália,58092,146,Novo
Renault,Megane,2020,Preto,Itália,23632,47,Novo
Audi,Q3,2022,Azul,Polônia,79929,61,Novo
Ford,Focus,2021,Branco,Reino Unido,23382,114,Novo
Renault,Captur,2018,Cinza,França,16605,72,Novo
Audi,A3,2019,Preto,Portugal,58089,79,Novo
Renault,Clio,2018,Preto,Portugal,33224,135,Novo
Peugeot,5008,2018,Vermelho,França,16000,20,Novo
Peugeot,5008,2022,Branco,Polônia,26962,53,Novo
Mercedes,GLA,2020,Branco,Itália,83881,77,Novo
BMW,X3,2022,Cinza,Itália,79058,126,Novo
Fiat,Punto,2021,Cinza,França,13718,42,Novo
BMW,Serie 5,2022,Vermelho,França,73994,69,Novo
Renault,Megane,2020,Branco,Países Baixos,19960,118,Novo
Ford,Fiesta,2019,Cinza,Itália,21703,37,Novo
Volkswagen,Golf,2021,Cinza,Portugal,20422,15,Novo
BMW,X1,2019,Preto,Espanha,50904,132,Novo
Peugeot,5008,2022,Branco,França,19084,83,Novo
Mercedes,Classe A,2021,Azul,França,82800,59,Novo
Renault,Captur,2019,Cinza,Polônia,18822,0,Novo
Fiat,Tipo,2018,Cinza,Portugal,22811,56,Novo
Mercedes,Classe C,2020,Prata,Itália,78774,117,Novo
Renault,Megane,2018,Branco,Polônia,17816,108,Novo
Audi,Q3,2020,Preto,Espanha,78410,24,Novo
Ford,Fiesta,2022,Preto,Alemanha,29369,7,Novo
Renault,Captur,2021,Preto,Espanha,33201,50,Novo
Peugeot,5008,2020,Prata,Alemanha,38572,52,Novo
Volkswagen,Passat,2021,Cinza,Países Baixos,31479,28,Novo
Audi,A3,2021,Cinza,Espanha,37031,22,Novo
BMW,Serie 5,2019,Cinza,França,58262,18,Novo
Renault,Captur,2018,Preto,Espanha,20519,26,Novo
Ford,Kuga,2019,Branco,Alemanha,18623,69,Novo
Renault,Captur,2018,Cinza,Países Baixos,28875,55,Novo
Audi,Q3,2019,Cinza,Itália,41329,91,Novo
BMW,Serie 1,2022,Cinza,Itália,52049,132,Novo
Mercedes,GLA,2022,Azul,Itália,83982,9,Novo
BMW,Serie 5,2018,Cinza,Polônia,66827,83,Novo
Mercedes,Classe C,2022,Branco,Espanha,32593,129,Novo
Peugeot,208,2021,Preto,Países Baixos,26036,14,Novo
Volkswagen,Passat,2019,Preto,Alemanha,41917,94,Novo
Peugeot,308,2020,Azul,França,28107,86,Novo
Audi,Q3,2022,Branco,Reino Unido,44276,59,Novo
Renault,Captur,2019,Verde,Espanha,22944,28,Novo
Ford,Kuga,2019,Preto,Reino Unido,24091,134,Novo
Audi,A4,2022,Prata,Polônia,62661,25,Novo
Fiat,Tipo,2021,Branco,Polônia,21993,12,Novo
Peugeot,5008,2022,Branco,Reino Unido,25583,33,Novo
Peugeot,208,2022,Branco,Polônia,37897,5,Novo
Mercedes,GLC,2021,Azul,Itália,81102,57,Novo
Mercedes,GLA,2020,Preto,Itália,77782,118,Novo
BMW,Serie 3,2021,Vermelho,França,47007,76,Novo
Audi,A3,2022,Preto,Espanha,45490,93,Novo
Renault,Megane,2022,Cinza,Polônia,25624,92,Novo
Volkswagen,Passat,2021,Azul,França,24285,67,Novo
Fiat,Panda,2019,Prata,Reino Unido,16820,75,Novo
Audi,A4,2019,Vermelho,Países Baixos,42188,45,Novo
Audi,A3,2022,Azul,Espanha,83995,25,Novo
Mercedes,GLA,2018,Cinza,Itália,41171,134,Novo
Volkswagen,Tiguan,2022,Azul,Reino Unido,33038,93,Novo
Volkswagen,Passat,2018,Azul,Países Baixos,26949,138,Novo
BMW,Serie 1,2021,Vermelho,Espanha,52043,7,Novo
BMW,X3,2019,Azul,Reino Unido,51601,57,Novo
BMW,X3,2022,Cinza,França,55536,108,Novo
Volkswagen,Passat,2022,Azul,França,33855,43,Novo
Mercedes,Classe A,2022,Branco,Portugal,56668,126,Novo
BMW,Serie 5,2022,Cinza,Países Baixos,50596,2,Novo
Fiat,500,2018,Branco,Países Baixos,24306,52,Novo
Fiat,500,2018,Branco,Reino Unido,22758,148,Novo
Fiat,500,2020,Prata,Itália,21808,10,Novo
Peugeot,3008,2021,Cinza,Espanha,16768,24,Novo
Peugeot,3008,2018,Azul,Alemanha,37500,84,Novo
Peugeot,3008,2022,Branco,Espanha,25585,41,Novo
Volkswagen,Tiguan,2020,Prata,Itália,36905,128,Novo
Mercedes,GLC,2018,Vermelho,Países Baixos,35772,147,Novo
Renault,Talisman,2021,Verde,Polônia,22012,128,Novo
Audi,Q5,2022,Branco,Países Baixos,72176,137,Novo
Renault,Talisman,2020,Branco,França,33484,63,Novo
Audi,Q3,2019,Prata,Alemanha,43383,93,Novo
Mercedes,Classe C,2022,Cinza,Reino Unido,88651,12,Novo
Audi,A3,2020,Cinza,Portugal,79720,88,Novo
Peugeot,3008,2020,Cinza,Espanha,30664,102,Novo
BMW,Serie 3,2021,Preto,Itália,51200,53,Novo
Peugeot,3008,2020,Azul,Reino Unido,18137,11,Novo
Audi,A3,2018,Azul,Países Baixos,81437,139,Novo
Fiat,Tipo,2019,Azul,Alemanha,15728,64,Novo
Fiat,Tipo,2022,Preto,Alemanha,26510,119,Novo
Peugeot,3008,2022,Branco,Países Baixos,24024,67,Novo
Mercedes,GLC,2020,Vermelho,Reino Unido,76914,84,Novo
Mercedes,GLA,2019,Branco,Países Baixos,38903,62,Novo
Ford,Mondeo,2018,Vermelho,Portugal,32033,92,Novo
Audi,A4,2021,Cinza,Reino Unido,55788,5,Novo
Audi,A3,2019,Preto,Países Baixos,30620,113,Novo
BMW,X1,2020,Preto,Países Baixos,49682,122,Novo
Volkswagen,Golf,2022,Preto,Alemanha,34958,19,Novo
Volkswagen,Golf,2019,Cinza,França,42532,123,Novo
Renault,Talisman,2020,Vermelho,Polônia,34742,65,Novo
Peugeot,5008,2018,Preto,Portugal,37174,46,Novo
Peugeot,5008,2019,Branco,Países Baixos,29645,49,Novo
Renault,Talisman,2018,Azul,Reino Unido,15677,50,Novo
Audi,A4,2019,Branco,França,59231,67,Novo
Peugeot,308,2018,Preto,Países Baixos,37252,32,Novo
Peugeot,208,2021,Prata,Espanha,30664,30,Novo
Ford,Mondeo,2020,Branco,França,25209,48,Novo
Renault,Megane,2019,Branco,Polônia,21009,20,Novo
Ford,Focus,2018,Preto,Itália,31681,7,Novo
Mercedes,Classe C,2019,Azul,França,43999,20,Novo
BMW,Serie 1,2022,Vermelho,França,60296,8,Novo
Renault,Megane,2021,Cinza,Itália,23733,24,Novo
Volkswagen,Polo,2018,Branco,Espanha,29490,8,Novo
Volkswagen,Tiguan,2018,Cinza,Portugal,18821,95,Novo
Renault,Megane,2018,Branco,Espanha,17070,92,Novo
Ford,Kuga,2021,Cinza,Itália,35968,81,Novo
Volkswagen,Golf,2018,Branco,Espanha,28798,88,Novo
Peugeot,5008,2020,Verde,Alemanha,26742,135,Novo
BMW,Serie 3,2019,Branco,Países Baixos,72060,85,Novo
Mercedes,Classe C,2022,Azul,Alemanha,60676,95,Novo
BMW,X3,2020,Preto,Países Baixos,33553,28,Novo
Volkswagen,Passat,2022,Vermelho,Alemanha,40430,145,Novo
Fiat,500,2021,Preto,Reino Unido,22012,119,Novo
Peugeot,3008,2019,Branco,Polônia,38961,109,Novo
Peugeot,208,2018,Branco,Países Baixos,21031,92,Novo
Mercedes,GLA,2022,Verde,Espanha,81222,96,Novo
Mercedes,GLA,2020,Cinza,Espanha,86897,109,Novo
Audi,Q3,2022,Cinza,Alemanha,72954,33,Novo
Renault,Megane,2021,Branco,França,25127,72,Novo
Peugeot,5008,2020,Vermelho,Polônia,29040,145,Novo
Audi,Q3,2020,Azul,Reino Unido,77855,30,Novo
Fiat,Punto,2019,Verde,Reino Unido,13256,135,Novo
Peugeot,308,2020,Vermelho,Itália,37970,105,Novo
Fiat,500,2022,Prata,Polônia,27334,47,Novo
BMW,X3,2018,Preto,Países Baixos,64533,75,Novo
Fiat,Panda,2020,Preto,Alemanha,17401,128,Novo
Volkswagen,Golf,2018,Vermelho,Alemanha,24617,140,Novo
Mercedes,Classe A,2020,Prata,Portugal,65708,56,Novo
Peugeot,308,2019,Branco,Alemanha,30088,129,Novo
Renault,Clio,2020,Cinza,Itália,15773,107,Novo
Volkswagen,Golf,2019,Vermelho,Polônia,41324,44,Novo
Ford,Mondeo,2021,Cinza,Itália,27996,33,Novo
Volkswagen,Polo,2018,Prata,Espanha,43315,132,Novo
Ford,Focus,2021,Branco,Espanha,35062,73,Novo
Audi,A4,2018,Preto,Alemanha,74423,46,Novo
Mercedes,GLA,2021,Cinza,Países Baixos,75106,64,Novo
Peugeot,208,2018,Cinza,Itália,38521,135,Novo
Volkswagen,Passat,2022,Azul,Reino Unido,18813,90,Novo
Fiat,Tipo,2020,Prata,Espanha,16112,46,Novo
BMW,Serie 3,2021,Branco,Itália,40110,117,Novo
Fiat,500,2019,Branco,Itália,13150,41,Novo
Mercedes,GLA,2021,Preto,Itália,71088,93,Novo
Ford,Fiesta,2022,Vermelho,Espanha,20074,52,Novo
Volkswagen,Golf,2020,Branco,Portugal,29095,124,Novo
Mercedes,Classe A,2019,Verde,França,42371,126,Novo
Renault,Captur,2022,Verde,Países Baixos,16816,25,Novo
Peugeot,5008,2018,Verde,França,28408,18,Novo
Mercedes,GLC,2019,Prata,Espanha,55467,35,Novo
Audi,Q5,2022,Prata,Polônia,76264,24,Novo
Fiat,Punto,2021,Cinza,Reino Unido,15659,61,Novo
Mercedes,GLC,2021,Cinza,Reino Unido,41619,42,Novo
Renault,Captur,2022,Branco,França,19512,82,Novo
Audi,A4,2022,Branco,Polônia,35590,28,Novo
Peugeot,308,2020,Azul,Alemanha,20500,135,Novo
Fiat,500,2020,Cinza,Países Baixos,17610,29,Novo
Volkswagen,Tiguan,2018,Preto,Países Baixos,37453,102,Novo
Volkswagen,Passat,2019,Cinza,Polônia,28737,32,Novo
Peugeot,308,2018,Azul,Alemanha,24004,75,Novo
Renault,Megane,2022,Cinza,Itália,34076,65,Novo
Renault,Megane,2019,Branco,Itália,29888,79,Novo
BMW,X3,2022,Prata,Portugal,68366,112,Novo
Fiat,Tipo,2022,Preto,Reino Unido,16272,78,Novo
Ford,Fiesta,2019,Azul,Alemanha,25562,86,Novo
Fiat,Tipo,2018,Verde,Portugal,12237,5,Novo
Audi,A3,2019,Cinza,França,58506,115,Novo
Volkswagen,Passat,2021,Prata,Alemanha,44998,109,Novo
Mercedes,Classe C,2018,Cinza,Polônia,48864,124,Novo
Renault,Captur,2022,Cinza,Espanha,16746,61,Novo
Audi,A3,2018,Cinza,Polônia,51421,78,Novo
Renault,Talisman,2019,Preto,Reino Unido,27762,142,Novo
BMW,X3,2019,Azul,Países Baixos,33472,69,Novo
Mercedes,Classe A,2019,Azul,Espanha,63124,91,Novo
Renault,Talisman,2022,Branco,Reino Unido,16372,25,Novo
Renault,Captur,2019,Prata,Alemanha,26688,134,Novo
BMW,X1,2022,Vermelho,Itália,32631,104,Novo
Mercedes,GLC,2022,Prata,Itália,69211,36,Novo
Renault,Clio,2019,Branco,Polônia,24494,15,Novo
Audi,A3,2020,Cinza,Países Baixos,80428,86,Novo
Fiat,500,2020,Branco,Reino Unido,24842,103,Novo
Peugeot,5008,2019,Cinza,França,29648,94,Novo
Peugeot,208,2022,Branco,Reino Unido,22515,70,Novo
Mercedes,GLC,2018,Prata,Alemanha,70785,71,Novo
Volkswagen,Tiguan,2020,Cinza,Itália,20476,139,Novo
Ford,Focus,2020,Branco,Portugal,32818,73,Novo
Audi,A3,2019,Branco,Espanha,63836,120,Novo
Renault,Megane,2019,Preto,Espanha,26607,27,Novo
Audi,A4,2021,Branco,Polônia,81642,2,Novo
Ford,Fiesta,2020,Vermelho,Portugal,34571,88,Novo
Volkswagen,Golf,2018,Verde,Países Baixos,35668,146,Novo
BMW,Serie 1,2021,Prata,França,36633,59,Novo
Audi,A4,2021,Preto,Polônia,82372,142,Novo
Audi,A4,2020,Cinza,Alemanha,34172,54,Novo
Fiat,Punto,2018,Cinza,Alemanha,15742,38,Novo
BMW,Serie 3,2021,Prata,Reino Unido,45791,2,Novo
Renault,Megane,2020,Preto,Espanha,33098,103,Novo
BMW,Serie 5,2021,Branco,Itália,55633,146,Novo
Ford,Fiesta,2020,Branco,Polônia,22894,142,Novo
Mercedes,Classe C,2019,Cinza,Alemanha,38343,36,Novo
Renault,Talisman,2020,Azul,Polônia,28247,107,Novo
Renault,Captur,2018,Preto,Reino Unido,20813,29,Novo
Renault,Megane,2018,Prata,Espanha,33019,145,Novo
Renault,Clio,2022,Prata,Espanha,30431,75,Novo
Ford,Fiesta,2018,Azul,Alemanha,21288,89,Novo
Volkswagen,Golf,2022,Branco,Espanha,40713,75,Novo
Volkswagen,Passat,2018,Prata,França,27929,98,Novo
Audi,A3,2018,Cinza,Polônia,81235,20,Novo
Renault,Captur,2018,Azul,Alemanha,20647,116,Novo
Peugeot,308,2020,Cinza,Alemanha,39430,74,Novo
Fiat,Tipo,2019,Branco,Itália,25927,74,Novo
Audi,A3,2018,Preto,Espanha,43515,113,Novo
Peugeot,3008,2022,Prata,Itália,22407,36,Novo
Audi,Q3,2020,Branco,Países Baixos,35597,57,Novo
Mercedes,GLA,2021,Preto,Países Baixos,74080,61,Novo
BMW,Serie 5,2021,Cinza,Espanha,44027,92,Novo
Audi,A4,2018,Preto,Países Baixos,44302,110,Novo
Mercedes,GLC,2020,Preto,França,55574,95,Novo
Ford,Focus,2021,Preto,França,24113,7,Novo
Volkswagen,Polo,2018,Azul,Itália,22471,130,Novo
Audi,A4,2018,Vermelho,Reino Unido,47473,16,Novo
BMW,Serie 1,2018,Preto,Itália,63327,39,Novo
Ford,Fiesta,2018,Branco,Portugal,20825,43,Novo
Renault,Talisman,2020,Vermelho,Reino Unido,21604,143,Novo
BMW,Serie 1,2021,Preto,Portugal,50573,69,Novo
Renault,Clio,2020,Cinza,Espanha,32995,37,Novo
Renault,Captur,2019,Prata,França,25096,135,Novo
Peugeot,308,2019,Cinza,França,22233,72,Novo
Audi,A3,2018,Prata,Portugal,56989,111,Novo
Volkswagen,Polo,2021,Branco,Portugal,32773,41,Novo
Peugeot,208,2020,Verde,Itália,28438,13,Novo
Volkswagen,Polo,2021,Prata,Espanha,40185,62,Novo
Volkswagen,Polo,2019,Prata,Espanha,18496,129,Novo
Peugeot,208,2018,Cinza,Alemanha,31976,30,Novo
Mercedes,GLA,2018,Prata,Portugal,62614,13,Novo
Peugeot,308,2021,Cinza,Alemanha,28938,7,Novo
BMW,Serie 3,2019,Azul,Países Baixos,38566,3,Novo
Mercedes,GLA,2020,Branco,Polônia,51376,138,Novo
Fiat,500,2020,Preto,Países Baixos,26084,29,Novo
Peugeot,3008,2018,Verde,Reino Unido,24406,29,Novo
Fiat,Punto,2018,Cinza,Espanha,16478,113,Novo
Mercedes,GLC,2019,Vermelho,Polônia,37525,85,Novo
Renault,Captur,2022,Azul,Itália,25324,75,Novo
Volkswagen,Polo,2018,Cinza,Itália,18194,74,Novo
Peugeot,5008,2020,Branco,Reino Unido,24091,98,Novo
Peugeot,3008,2021,Branco,Países Baixos,22732,144,Novo
Audi,A4,2019,Preto,Polônia,32429,61,Novo
Audi,A3,2020,Azul,França,80344,148,Novo
Renault,Talisman,2020,Branco,Reino Unido,15335,115,Novo
Ford,Mondeo,2021,Vermelho,França,33366,121,Novo
Peugeot,208,2021,Cinza,Polônia,34530,2,Novo
Renault,Clio,2022,Branco,Espanha,21236,119,Novo
Mercedes,Classe A,2019,Cinza,Alemanha,75319,7,Novo
Fiat,500,2020,Azul,Alemanha,21156,62,Novo
Volkswagen,Polo,2022,Cinza,Portugal,37977,109,Novo
Ford,Fiesta,2018,Cinza,Espanha,39999,47,Novo
Volkswagen,Passat,2020,Cinza,Reino Unido,28298,51,Novo
Volkswagen,Golf,2018,Cinza,Espanha,19251,136,Novo
BMW,Serie 1,2021,Preto,Itália,67730,123,Novo
Fiat,500,2018,Vermelho,Espanha,17243,15,Novo
Mercedes,Classe C,2019,Verde,Reino Unido,55096,34,Novo
Volkswagen,Polo,2021,Prata,Países Baixos,20574,98,Novo
BMW,X1,2018,Preto,Reino Unido,70769,27,Novo
Ford,Kuga,2018,Azul,Polônia,20061,122,Novo
Renault,Talisman,2020,Azul,Alemanha,21488,107,Novo
BMW,Serie 5,2020,Verde,Espanha,57651,68,Novo
BMW,Serie 5,2019,Verde,Reino Unido,78417,108,Novo
Renault,Captur,2018,Branco,Países Baixos,19447,147,Novo
Peugeot,5008,2018,Cinza,Portugal,39939,52,Novo
Volkswagen,Tiguan,2020,Preto,França,37932,60,Novo
BMW,Serie 3,2021,Cinza,França,64762,92,Novo
Mercedes,Classe A,2022,Azul,Espanha,51276,127,Novo
Volkswagen,Golf,2019,Verde,Reino Unido,19419,82,Novo
Ford,Kuga,2021,Azul,Países Baixos,20030,64,Novo
Peugeot,3008,2019,Cinza,França,39608,59,Novo
Audi,A4,2018,Prata,Países Baixos,82230,126,Novo
Fiat,Panda,2020,Azul,Reino Unido,21382,62,Novo
BMW,Serie 1,2021,Branco,Polônia,78428,6,Novo
Audi,Q3,2020,Cinza,Itália,78569,75,Novo
Peugeot,308,2018,Azul,França,29363,24,Novo
Fiat,500,2019,Vermelho,França,18712,76,Novo
Ford,Fiesta,2019,Branco,Portugal,34301,111,Novo
Renault,Captur,2022,Cinza,França,30012,108,Novo
Mercedes,Classe A,2022,Azul,França,84993,56,Novo
Renault,Clio,2020,Cinza,Itália,18725,126,Novo
Peugeot,308,2020,Prata,Reino Unido,19543,32,Novo
BMW,Serie 3,2022,Branco,França,43372,94,Novo
Audi,Q5,2019,Cinza,Itália,62871,126,Novo
Renault,Megane,2021,Branco,Polônia,34493,108,Novo
Audi,Q5,2020,Vermelho,França,42398,134,Novo
BMW,Serie 5,2020,Preto,Alemanha,64065,140,Novo
Ford,Mondeo,2021,Verde,Itália,37648,63,Novo
Audi,Q5,2022,Branco,Portugal,40764,10,Novo
BMW,Serie 1,2019,Azul,Portugal,49029,148,Novo
Renault,Megane,2020,Azul,Polônia,26805,32,Novo
Fiat,Panda,2022,Azul,Alemanha,13816,58,Novo
Fiat,Punto,2019,Branco,Países Baixos,15042,84,Novo
Audi,A4,2022,Preto,Portugal,48305,98,Novo
Volkswagen,Polo,2018,Vermelho,França,43569,47,Novo
Peugeot,5008,2020,Vermelho,Alemanha,20445,32,Novo
BMW,X3,2018,Preto,Alemanha,56947,139,Novo
Ford,Focus,2020,Branco,Países Baixos,30258,94,Novo
Volkswagen,Golf,2018,Preto,Portugal,40142,55,Novo
BMW,Serie 3,2021,Preto,Alemanha,77874,146,Novo
Audi,A3,2020,Verde,Espanha,77172,75,Novo
Mercedes,Classe A,2021,Prata,Polônia,46091,71,Novo
Audi,A3,2021,Branco,Países Baixos,58805,134,Novo
Mercedes,GLC,2018,Branco,Reino Unido,40877,31,Novo
Audi,A4,2018,Preto,Portugal,47900,62,Novo
Renault,Captur,2021,Preto,Portugal,25956,27,Novo
Mercedes,Classe A,2022,Preto,Reino Unido,77986,121,Novo
Ford,Fiesta,2018,Branco,França,17786,40,Novo
Ford,Fiesta,2019,Branco,Polônia,23359,72,Novo
Volkswagen,Passat,2019,Vermelho,França,40480,75,Novo
Fiat,Punto,2019,Vermelho,Países Baixos,13105,126,Novo
BMW,X1,2020,Azul,Polônia,44324,141,Novo
BMW,Serie 3,2020,Branco,França,76434,100,Novo
Ford,Fiesta,2021,Prata,Portugal,19927,136,Novo
Peugeot,308,2020,Branco,Países Baixos,16528,144,Novo
Ford,Fiesta,2019,Preto,Países Baixos,32130,41,Novo
BMW,Serie 1,2019,Branco,França,49063,139,Novo
Peugeot,208,2021,Prata,Reino Unido,17452,140,Novo
Renault,Captur,2021,Vermelho,Países Baixos,24122,0,Novo
BMW,X1,2021,Preto,Países Baixos,62761,94,Novo
Peugeot,3008,2020,Cinza,Reino Unido,22289,99,Novo
Fiat,Punto,2022,Cinza,Itália,26124,32,Novo
Peugeot,308,2019,Preto,Espanha,25147,142,Novo
BMW,Serie 3,2019,Branco,Espanha,76058,26,Novo
BMW,Serie 1,2018,Branco,Itália,34623,90,Novo
Volkswagen,Tiguan,2020,Cinza,Espanha,27612,3,Novo
Fiat,Tipo,2019,Preto,Itália,12347,143,Novo
